zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent,year
95864,21646,16994,418,53,1108,2231,85,746,0.7850873140534048,2011
95901,32266,18105,890,255,2893,8343,45,1714,0.5611169652265543,2011
95903,2279,1413,68,0,126,392,77,195,0.6200087757788504,2011
95910,82,82,0,0,0,0,0,0,1.0,2011
95912,4548,1758,0,14,79,2364,0,333,0.3865435356200528,2011
95914,614,546,0,18,0,9,0,41,0.8892508143322475,2011
95915,56,31,0,0,25,0,0,0,0.5535714285714286,2011
95916,1370,1173,0,15,0,53,0,127,0.8562043795620438,2011
95917,3541,2221,16,2,188,943,0,144,0.6272239480372777,2011
95918,1773,1344,34,17,146,211,0,21,0.7580372250423012,2011
95919,1672,1420,0,70,0,155,0,27,0.8492822966507177,2011
95920,475,281,0,26,0,168,0,0,0.5915789473684211,2011
95922,610,552,0,0,0,30,0,28,0.9049180327868852,2011
95923,22,22,0,0,0,0,0,0,1.0,2011
95925,247,197,50,0,0,0,0,0,0.7975708502024291,2011
95926,38064,27833,509,242,2572,4917,110,1715,0.7312158469945356,2011
95928,37059,28132,687,141,970,5895,36,1183,0.7591138454896247,2011
95930,0,0,0,0,0,0,0,0,,2011
95932,7716,3703,129,79,98,3562,0,138,0.4799118714359772,2011
95934,249,163,0,0,0,86,0,0,0.6546184738955824,2011
95935,359,210,31,0,0,118,0,0,0.584958217270195,2011
95936,192,192,0,0,0,0,0,0,1.0,2011
95937,1278,583,137,0,89,378,71,20,0.4561815336463223,2011
95938,3797,3356,13,49,80,162,0,104,0.8838556755333158,2011
95939,579,279,30,201,0,50,0,19,0.4818652849740932,2011
95941,491,412,0,7,0,29,0,43,0.8391038696537678,2011
95942,1352,1266,0,0,0,7,0,79,0.9363905325443788,2011
95943,903,692,1,0,0,205,0,5,0.7663344407530454,2011
95944,156,156,0,0,0,0,0,0,1.0,2011
95945,24162,20501,190,354,417,2262,40,398,0.8484810860028144,2011
95946,9814,8977,0,46,29,669,0,93,0.9147136743427756,2011
95947,1899,1530,63,193,42,38,0,15,0.8056872037914692,2011
95948,10251,5344,9,46,254,4276,4,309,0.5213149936591552,2011
95949,20505,18538,0,109,213,1100,18,459,0.9040721775176788,2011
95950,805,196,0,0,0,609,0,0,0.2434782608695652,2011
95951,2769,216,0,0,67,2445,33,8,0.0780065005417118,2011
95953,10241,4436,36,99,723,4575,0,320,0.4331608241382677,2011
95954,12262,10514,24,176,197,1033,0,314,0.8574457674115152,2011
95955,1500,737,0,0,4,759,0,0,0.4913333333333333,2011
95956,376,346,6,0,14,10,0,0,0.9202127659574468,2011
95957,890,604,9,0,20,204,0,53,0.6786516853932584,2011
95959,18235,16223,163,136,301,837,0,537,0.8896627364957499,2011
95960,876,746,14,0,28,22,0,66,0.8515981735159818,2011
95961,25552,14136,625,549,1582,7225,254,989,0.5532247964934252,2011
95962,1073,944,0,0,0,51,0,78,0.8797763280521901,2011
95963,15003,8935,61,198,175,5440,0,185,0.5955475571552357,2011
95965,19735,13687,440,153,2213,2307,6,867,0.6935393970103876,2011
95966,31303,23280,820,652,1685,3443,2,1384,0.7436986870268025,2011
95968,1544,756,15,0,0,733,0,40,0.4896373056994819,2011
95969,27735,23857,208,50,376,2066,18,1058,0.8601766720749955,2011
95970,418,349,0,21,0,42,0,6,0.8349282296650717,2011
95971,5940,5459,135,76,26,194,0,50,0.9190235690235692,2011
95973,30415,23337,364,210,673,4633,0,1178,0.7672858786782838,2011
95974,0,0,0,0,0,0,0,0,,2011
95975,1645,1645,0,0,0,0,0,0,1.0,2011
95977,1410,1122,35,0,0,114,0,139,0.7957446808510639,2011
95978,58,58,0,0,0,0,0,0,1.0,2011
95979,517,414,25,0,5,54,0,11,0.8007736943907157,2011
95981,82,82,0,0,0,0,0,0,1.0,2011
95982,3241,2674,9,0,11,297,48,199,0.8250539956803455,2011
95983,558,526,0,0,0,32,0,0,0.942652329749104,2011
95984,79,79,0,0,0,0,0,0,1.0,2011
95986,19,19,0,0,0,0,0,0,1.0,2011
95987,6013,1701,31,20,33,4149,4,49,0.2828870779976717,2011
95988,8664,5742,139,178,415,2028,0,162,0.6627423822714681,2011
95991,40719,20131,944,226,3401,14306,39,1586,0.4943883690660379,2011
95993,35798,18088,637,353,8629,6493,107,1353,0.5052796245600313,2011
96001,33577,28412,315,307,607,2856,17,1052,0.8461744646633111,2011
96002,34875,27200,600,920,1078,3792,87,1165,0.7799283154121864,2011
96003,44404,37222,252,821,1319,2888,9,1829,0.8382578146112962,2011
96006,615,592,0,14,0,9,0,0,0.9626016260162602,2011
96007,22469,18740,188,375,424,1978,0,697,0.8340380079220259,2011
96008,839,674,0,0,0,33,0,130,0.8033373063170441,2011
96009,585,528,0,0,7,45,0,5,0.9025641025641026,2011
96010,192,137,0,7,2,15,0,31,0.7135416666666666,2011
96011,181,103,5,23,5,45,0,0,0.569060773480663,2011
96013,3614,3027,0,139,99,244,0,86,0.8375760929717764,2011
96014,210,175,0,0,22,0,0,13,0.8333333333333334,2011
96015,647,409,65,39,0,110,0,24,0.6321483771251932,2011
96016,624,602,0,0,0,22,0,0,0.9647435897435898,2011
96017,200,150,0,7,0,30,6,2,0.75,2011
96019,10063,8382,31,189,411,616,0,397,0.8329523998807513,2011
96020,2008,1936,4,0,0,48,0,20,0.9641434262948207,2011
96021,15417,9231,106,247,109,5408,6,294,0.5987546215216968,2011
96022,16335,13891,32,412,81,1627,0,277,0.8503826140189776,2011
96023,1166,841,0,30,22,241,0,32,0.7212692967409948,2011
96024,1274,1135,0,10,3,47,19,60,0.890894819466248,2011
96025,2444,1979,96,61,27,132,0,143,0.8097381342062193,2011
96027,2271,1977,0,66,7,148,0,73,0.8705416116248349,2011
96028,1676,1124,7,152,92,290,8,3,0.6706443914081146,2011
96029,136,99,0,0,0,36,0,1,0.7279411764705882,2011
96031,131,93,0,11,0,0,0,24,0.7099236641221374,2011
96032,2378,1857,34,207,13,124,0,130,0.7809083263246426,2011
96033,343,288,0,2,7,22,0,23,0.8396501457725948,2011
96034,334,245,0,9,0,39,0,41,0.7335329341317365,2011
96035,3359,2149,0,136,41,959,0,42,0.6397737421851741,2011
96037,395,355,0,0,0,0,0,40,0.8987341772151899,2011
96038,480,402,0,35,0,21,0,22,0.8375,2011
96039,1180,690,9,216,84,50,0,126,0.5847457627118644,2011
96040,198,154,0,0,0,44,0,0,0.7777777777777778,2011
96041,2391,1857,0,18,75,158,0,283,0.7766624843161857,2011
96044,1186,995,0,32,8,62,0,88,0.8389544688026982,2011
96046,214,159,0,0,0,0,0,55,0.7429906542056075,2011
96047,716,600,0,28,27,36,4,20,0.8379888268156425,2011
96048,1039,926,0,12,20,49,0,32,0.8912415784408084,2011
96049,101,97,0,0,0,4,0,0,0.9603960396039604,2011
96050,467,378,5,23,0,21,0,40,0.8094218415417559,2011
96051,996,881,0,32,63,14,0,6,0.8845381526104418,2011
96052,1624,1347,34,47,3,110,0,73,0.8294334975369458,2011
96054,332,264,0,0,0,31,0,37,0.7951807228915663,2011
96055,4358,3171,139,62,0,856,0,130,0.7276273519963286,2011
96056,1332,1235,0,0,0,62,0,35,0.9271771771771772,2011
96057,1622,1474,10,11,28,77,0,20,0.9087546239210852,2011
96058,672,458,0,17,16,158,0,23,0.6815476190476191,2011
96059,703,585,12,7,0,59,0,40,0.8321479374110953,2011
96061,46,46,0,0,0,0,0,0,1.0,2011
96062,1023,953,1,24,0,21,0,24,0.9315738025415444,2011
96063,133,127,0,0,0,6,0,0,0.9548872180451128,2011
96064,4173,3522,3,171,31,321,0,105,0.8439971243709562,2011
96065,341,211,10,17,44,31,0,28,0.6187683284457478,2011
96067,7320,6189,41,0,57,690,34,309,0.8454918032786886,2011
96068,279,156,18,0,2,85,0,3,0.5591397849462365,2011
96069,929,735,0,0,3,148,9,34,0.7911733046286329,2011
96071,49,49,0,0,0,0,0,0,1.0,2011
96073,4484,3638,152,84,114,303,0,193,0.8113291703835861,2011
96074,230,103,18,37,5,30,0,37,0.4478260869565217,2011
96075,355,210,55,5,1,73,0,11,0.5915492957746479,2011
96076,134,65,5,10,3,51,0,0,0.4850746268656716,2011
96080,29057,21901,70,433,449,5343,22,829,0.7537254362115842,2011
96084,629,567,0,33,14,3,0,12,0.9014308426073132,2011
96085,37,31,0,0,0,1,0,5,0.8378378378378378,2011
96086,384,304,0,0,5,63,0,12,0.7916666666666666,2011
96087,456,441,0,15,0,0,0,0,0.9671052631578948,2011
96088,4412,3886,27,143,134,55,0,142,0.8807796917497733,2011
96090,383,309,0,0,0,51,0,23,0.8067885117493473,2011
96091,755,741,0,0,0,8,0,0,0.981456953642384,2011
96092,213,190,0,7,0,16,0,0,0.892018779342723,2011
96093,4259,3511,19,37,0,473,0,219,0.8243719182906786,2011
96094,6385,5261,164,117,71,652,0,114,0.8239624119028974,2011
96096,724,636,3,10,29,36,0,10,0.8784530386740331,2011
96097,10084,7879,98,216,183,1113,0,547,0.7813367711225704,2011
96101,4760,3889,40,158,48,483,0,134,0.8170168067226891,2011
96103,1334,1247,1,0,0,29,0,57,0.9347826086956522,2011
96104,775,646,2,8,2,117,0,0,0.8335483870967741,2011
96105,665,665,0,0,0,0,0,0,1.0,2011
96106,239,217,0,0,0,22,0,0,0.9079497907949792,2011
96107,1498,1042,2,54,5,339,0,56,0.6955941255006676,2011
96108,0,0,0,0,0,0,0,0,,2011
96109,659,617,0,0,0,29,0,13,0.936267071320182,2011
96110,120,102,0,7,0,11,0,0,0.85,2011
96111,64,64,0,0,0,0,0,0,1.0,2011
96112,169,77,0,87,3,2,0,0,0.4556213017751479,2011
96113,1884,640,428,127,12,642,0,28,0.3397027600849256,2011
96114,3075,2815,14,0,85,120,27,7,0.9154471544715448,2011
96115,195,195,0,0,0,0,0,0,1.0,2011
96116,340,252,0,0,0,73,0,15,0.7411764705882353,2011
96117,225,214,0,10,0,1,0,0,0.9511111111111112,2011
96118,1512,1357,13,11,2,129,0,0,0.8974867724867724,2011
96119,36,36,0,0,0,0,0,0,1.0,2011
96120,1012,685,0,232,35,11,0,28,0.6768774703557312,2011
96121,262,248,0,0,0,14,0,0,0.9465648854961832,2011
96122,4575,3087,44,130,19,1111,0,184,0.6747540983606557,2011
96123,15,15,0,0,0,0,0,0,1.0,2011
96124,445,436,0,0,1,7,1,0,0.9797752808988764,2011
96125,298,289,0,0,0,0,0,9,0.9697986577181208,2011
96126,229,113,11,0,0,105,0,0,0.4934497816593886,2011
96128,491,397,4,0,0,90,0,0,0.8085539714867617,2011
96129,215,215,0,0,0,0,0,0,1.0,2011
96130,22192,14604,1914,979,266,3794,153,379,0.6580749819754866,2011
96132,46,42,0,0,0,0,0,4,0.9130434782608696,2011
96133,113,113,0,0,0,0,0,0,1.0,2011
96134,2641,1507,51,31,33,969,0,48,0.5706171904581598,2011
96135,79,79,0,0,0,0,0,0,1.0,2011
96136,170,50,0,0,0,0,0,120,0.2941176470588235,2011
96137,3605,3211,1,162,91,106,0,24,0.8907073509015256,2011
96140,1248,1003,0,0,0,245,0,0,0.8036858974358975,2011
96141,607,514,0,0,0,72,21,0,0.8467874794069192,2011
96142,785,680,0,0,0,52,0,53,0.8662420382165605,2011
96143,3582,1514,9,37,14,2008,0,0,0.4226689000558347,2011
96145,3017,2567,30,0,0,373,0,47,0.8508452104739808,2011
96146,921,840,0,0,24,57,0,0,0.9120521172638436,2011
96148,855,335,0,0,43,477,0,0,0.391812865497076,2011
96150,29206,19461,123,328,954,7431,53,855,0.666335684448401,2011
96155,0,0,0,0,0,0,0,0,,2011
96161,17887,14296,65,84,284,2922,0,227,0.7992396712696371,2011
97635,709,557,0,7,0,103,0,42,0.7856135401974612,2011
89010,281,119,0,28,0,134,0,0,0.4234875444839858,2012
89019,1882,1488,80,0,197,96,0,21,0.7906482465462275,2012
89060,10623,8192,521,98,82,1567,49,84,0.7711569236562177,2012
89061,4552,3352,147,120,206,672,0,55,0.7363796133567663,2012
89439,1643,1578,0,0,0,65,0,0,0.960438222763238,2012
90001,54480,535,4794,33,74,48958,12,74,0.0098201174743024,2012
90002,48613,423,13056,18,75,34966,9,55,0.0087013761750971,2012
90003,67226,620,17077,152,129,48830,69,339,0.0092226221997441,2012
90004,62884,11507,1788,97,16362,31458,577,1084,0.1829877234272629,2012
90005,39592,3069,1940,72,12105,21813,190,186,0.0775156597292382,2012
90006,58849,1941,1791,54,10669,44072,6,205,0.0329827184828969,2012
90007,43653,7567,4247,64,6823,24119,256,520,0.1733443291411815,2012
90008,33754,632,23919,199,873,6948,322,746,0.0187237068199324,2012
90010,3835,422,46,75,2707,514,0,71,0.1100391134289439,2012
90011,100671,630,7462,44,563,91393,251,282,0.0062580087612122,2012
90012,29164,4197,2898,23,13168,8081,22,433,0.1439103003703195,2012
90013,9318,2570,3127,20,1551,1693,28,329,0.2758102597123846,2012
90014,5556,2067,1324,34,1160,867,0,73,0.3720302375809935,2012
90015,17668,1953,951,8,2148,12499,37,72,0.1105388272583201,2012
90016,46779,1999,18090,116,1260,24483,139,668,0.0427328502105645,2012
90017,23171,2176,1208,61,3114,16410,0,59,0.0939104915627292,2012
90018,48497,1946,15790,22,1416,28174,615,409,0.0401261933727859,2012
90019,64613,8952,14820,63,10790,28196,195,1490,0.1385479702227106,2012
90020,41086,4942,2142,154,19381,13705,108,608,0.1202842817504746,2012
90021,2664,602,606,0,110,1267,0,79,0.2259759759759759,2012
90022,68657,748,151,46,335,67358,0,19,0.0108947376086924,2012
90023,45663,973,240,44,361,43979,0,66,0.0213082802268795,2012
90024,50269,28072,1364,72,13356,5006,196,2158,0.5584356163838549,2012
90025,42932,22371,1268,58,8959,8543,30,1525,0.5210798472002236,2012
90026,69615,14545,1799,195,11614,40105,212,1041,0.2089348559936795,2012
90027,45702,26513,1229,41,6722,9929,179,1072,0.5801277843420419,2012
90028,28254,13761,1616,94,2385,9584,159,644,0.4870460819706944,2012
90029,39437,8341,1344,39,5696,23253,206,558,0.2115018890889266,2012
90031,39990,1929,381,121,10596,26680,58,170,0.0482370592648162,2012
90032,49242,2738,957,50,4899,40345,33,195,0.0556029405791803,2012
90033,49048,992,619,21,1920,45271,74,81,0.0202250856304028,2012
90034,59305,23255,5525,34,10916,16902,149,2393,0.3921254531658376,2012
90035,30553,19991,3244,119,2496,3337,191,1144,0.6543056328347462,2012
90036,35942,21731,2269,117,6730,3416,91,1531,0.604612987591119,2012
90037,60867,746,12439,52,372,46665,173,420,0.0122562307982979,2012
90038,30225,7914,1604,16,2075,17769,53,710,0.2618362282878412,2012
90039,28260,10391,708,39,4466,11776,56,801,0.3676928520877565,2012
90040,12692,264,83,19,192,12088,0,34,0.0208005042546485,2012
90041,28571,8915,533,168,6932,11307,31,606,0.3120296804452067,2012
90042,62303,9381,1366,48,6939,43299,221,1045,0.1505705985265557,2012
90043,43761,1406,27522,107,932,12308,308,1170,0.0321290646923059,2012
90044,85940,1075,32388,68,731,50596,266,694,0.0125087270188503,2012
90045,40535,20986,5938,206,4836,7029,125,1342,0.5177254224744048,2012
90046,49937,37646,1682,101,2726,5583,184,1948,0.7538698760438152,2012
90047,47857,482,31796,52,287,14395,204,614,0.0100716718557368,2012
90048,20793,16668,400,24,1676,1444,4,569,0.8016159284374549,2012
90049,36107,29087,303,21,3339,2320,147,874,0.8055778657877973,2012
90056,8628,1405,6475,34,140,307,0,195,0.1628419100602688,2012
90057,44871,2427,1908,87,9401,30831,60,138,0.0540883867085645,2012
90058,3289,95,354,0,156,2622,0,0,0.0288841593189419,2012
90059,40305,378,12825,203,146,26142,355,204,0.0093784890212132,2012
90061,26621,468,9776,0,28,16205,52,92,0.0175801059314075,2012
90062,31569,422,11284,6,285,18825,402,302,0.0133675441097278,2012
90063,53994,579,66,29,670,52461,34,92,0.0107234137126347,2012
90064,25894,15963,471,27,4908,3587,221,712,0.6164748590407044,2012
90065,45816,8306,703,60,6400,29538,79,710,0.1812903789069321,2012
90066,56107,27438,2605,107,7873,16103,231,1690,0.4890298893186233,2012
90067,2257,1885,5,0,221,93,30,23,0.8351794417368188,2012
90068,22270,16524,1392,119,1194,2102,67,872,0.7419847328244275,2012
90069,20328,15903,630,12,829,2224,62,668,0.7823199527744983,2012
90071,0,0,0,0,0,0,0,0,,2012
90073,623,202,247,4,46,106,0,17,0.3242375601926163,2012
90077,8262,7259,32,0,418,301,28,224,0.8786008230452675,2012
90079,0,0,0,0,0,0,0,0,,2012
90089,3402,1581,98,7,1124,400,17,175,0.464726631393298,2012
90090,0,0,0,0,0,0,0,0,,2012
90094,5567,2730,609,0,1454,208,53,513,0.4903897970181426,2012
90095,0,0,0,0,0,0,0,0,,2012
90201,101647,3349,704,47,332,96748,196,123,0.0329473570297205,2012
90210,21517,18350,372,27,799,1466,36,467,0.8528140540038109,2012
90211,7889,6632,285,6,565,290,0,106,0.8406642159969578,2012
90212,12306,9936,390,0,803,534,0,601,0.8074110190151146,2012
90220,50947,1365,18719,136,449,29180,100,822,0.0267925491196733,2012
90221,51350,675,10643,48,219,39086,63,398,0.0131450827653359,2012
90222,30990,229,9089,19,74,20661,209,699,0.0073894804775734,2012
90230,32508,12148,3241,0,4589,11253,92,1168,0.373692629506583,2012
90232,15248,7105,1376,0,1922,4200,29,602,0.4659627492130115,2012
90240,25258,4481,309,13,2138,17976,116,225,0.1774091376989468,2012
90241,43786,7689,1324,20,3616,30738,125,274,0.1756040743616681,2012
90242,42763,6517,2271,90,2511,30887,23,403,0.1523981011622196,2012
90245,16678,11545,135,68,882,3099,0,739,0.6922292840868209,2012
90247,46590,2705,8702,42,12598,21534,34,629,0.058059669456965,2012
90248,9904,1032,1249,0,3097,4065,0,461,0.104200323101777,2012
90249,26790,3812,7804,0,4694,9499,229,686,0.1422918999626726,2012
90250,93925,12599,22573,148,6667,48954,324,1844,0.1341389406441309,2012
90254,19535,15321,187,40,1443,1596,61,871,0.7842846173534681,2012
90255,75961,825,107,44,417,74442,50,18,0.0108608364818788,2012
90260,35014,6431,2769,63,3790,20595,34,1145,0.1836693893871023,2012
90262,69734,1649,5762,22,540,61375,136,250,0.0236470014627011,2012
90263,1847,997,55,6,397,313,0,74,0.539794260963725,2012
90265,17749,14805,392,111,594,1213,0,634,0.8341315003662179,2012
90266,35226,27736,231,59,2737,3052,80,1325,0.7873729631522172,2012
90270,27443,436,65,0,56,26863,0,0,0.0158874758590533,2012
90272,22893,19818,250,64,1310,1081,0,352,0.8656794653387498,2012
90274,25387,17894,477,50,5051,1145,52,718,0.7048489384330563,2012
90275,41903,23704,1298,109,11630,3094,421,1503,0.5656874209483808,2012
90277,33972,23043,694,44,3855,5129,94,1113,0.6782938890851289,2012
90278,40867,24864,1433,82,5601,6631,168,1956,0.6084126556879634,2012
90280,94703,3108,422,6,915,90003,74,175,0.0328183901249168,2012
90290,6983,5883,229,0,101,598,0,153,0.8424745811255907,2012
90291,26961,18220,1612,40,1222,4719,42,1023,0.6757909573087052,2012
90292,22350,15737,1610,17,1786,2296,0,780,0.7041163310961969,2012
90293,12129,7854,1049,16,1233,1579,0,398,0.6475389562206283,2012
90301,37165,1780,11820,18,568,22195,133,570,0.0478945244181353,2012
90302,30344,1366,14752,102,401,13121,68,457,0.0450171368310044,2012
90303,25828,343,8600,8,162,15826,15,345,0.0132801610655102,2012
90304,27198,834,1670,131,267,24183,54,46,0.0306640194131921,2012
90305,14896,365,12746,68,126,979,75,508,0.0245032223415682,2012
90401,6766,4452,238,7,730,1075,24,240,0.6579958616612475,2012
90402,12351,10316,66,0,896,560,90,423,0.835236013278277,2012
90403,24286,19596,473,0,1835,1669,8,619,0.806884624886766,2012
90404,20739,10579,1275,0,2806,5379,14,679,0.5101017406818072,2012
90405,28114,18522,1484,53,2890,3754,159,1238,0.6588176709112897,2012
90501,42363,10210,2115,86,10179,18282,0,1449,0.2410122040459835,2012
90502,16845,2886,1346,19,5120,6560,20,485,0.171326803205699,2012
90503,46253,17573,1407,97,18752,6730,188,1423,0.3799321125116208,2012
90504,31650,9375,1291,49,12712,6501,124,1516,0.2962085308056872,2012
90505,36135,18256,765,46,11313,4112,46,1549,0.5052165490521655,2012
90506,0,0,0,0,0,0,0,0,,2012
90601,32630,6624,503,35,1902,23001,147,406,0.2030033711308611,2012
90602,25923,4938,292,58,683,19496,14,317,0.1904872121282259,2012
90603,19933,8223,108,47,983,10258,0,304,0.4125319821401695,2012
90604,40483,11559,209,194,1774,26010,170,544,0.285527258355359,2012
90605,40698,7288,260,116,1860,30701,23,426,0.1790751388274608,2012
90606,32998,2989,147,128,427,29079,100,128,0.0905812473483241,2012
90620,44295,15841,1131,158,11343,13843,51,1312,0.3576250141099447,2012
90621,35994,5818,2405,123,10967,16351,70,243,0.1616380507862421,2012
90623,15528,4948,624,81,7196,2040,0,589,0.318650180319423,2012
90630,48292,21285,1198,119,15318,8764,84,1442,0.4407562329164251,2012
90631,67929,22058,1209,232,5391,37539,158,1282,0.3247214002855923,2012
90638,49062,17630,997,193,9517,19672,121,839,0.3593412416941828,2012
90640,62965,5860,505,352,6493,49322,85,333,0.0930675772254427,2012
90650,105603,12924,4177,136,13160,73785,384,731,0.1223828868498054,2012
90660,63106,3143,370,144,1817,57233,171,195,0.0498050898488257,2012
90670,15265,1855,605,89,677,11880,0,159,0.1215198165738617,2012
90680,30369,7312,1086,155,7249,13486,174,852,0.2407718397049623,2012
90701,16597,3651,636,82,6054,5888,22,264,0.2199795143700668,2012
90703,49551,7923,3660,191,29958,6009,262,1386,0.1598958648665011,2012
90704,3999,1522,23,0,25,2381,0,48,0.3805951487871968,2012
90706,76619,14904,10433,196,8265,41287,343,953,0.1945209412808833,2012
90710,27486,6011,2931,0,3350,13474,46,1302,0.2186931528778287,2012
90712,31334,12225,2858,79,4971,9276,213,1493,0.3901512733771622,2012
90713,27562,16046,837,58,2301,7260,64,775,0.582178361512227,2012
90715,21129,4036,1778,11,6536,8242,0,526,0.1910170855222679,2012
90716,14203,1083,465,4,1744,10645,31,179,0.0762514961627825,2012
90717,21347,7896,428,45,3501,7999,23,1199,0.3698880404740713,2012
90720,21710,14953,440,49,2380,3098,7,783,0.6887609396591432,2012
90723,54255,3235,5277,37,1424,43441,9,352,0.0596258409363192,2012
90731,59270,20457,4312,240,2571,29695,199,1597,0.3451493166863505,2012
90732,19895,11756,773,62,1119,5344,76,736,0.5909022367429002,2012
90740,23789,17959,154,28,2159,2966,10,495,0.754928748581277,2012
90742,968,857,0,0,28,83,0,0,0.8853305785123967,2012
90743,411,291,0,0,0,101,0,19,0.708029197080292,2012
90744,57441,2375,1540,76,997,51654,2,251,0.0413467732107727,2012
90745,58090,4651,3437,98,20368,25599,39,2271,0.0800654157342055,2012
90746,25861,1323,13795,116,2159,5276,39,2310,0.0511581145354008,2012
